SNo.,Company Name,Domain Name,Overview,,Founded Year,City,State,Country,Is Funded,Total Funding (USD),Latest Funded Date,Latest Funded Amount,Latest Funded Amount (USD),Company Stage,Average days between last funding and acquisition,Is Acquired,Acquired By,Acquired Date,Acquired Year,Acquired Amount (USD),Acquisition Type,Is IPO,Editor's Rating,Editor's Rated Date,Soonicorn Club Status,Soonicorn Club Marked Date,Soonicorn Club Event Date,Practice Areas,Feed Name,Business Models,Institutional Investors,Angel Investors,Description,All Geographies Served,Company Emails,Company Phone Numbers,Founders' Info,Founders' Email Ids,Links to Founders' Profiles,Link to Employees,Annual Revenue (USD),Annual Revenue as on,Is Incorporated,Incorporation Date,Paid-up Capital at Incorporation (USD),Founders at Incorporation,Acquisition List,Stock Ticker,IPO Date,IPO Amount (USD),Revenue at IPO (USD),Market Capital at IPO (USD),Stock Price at IPO (USD),Is Deadpooled,Deadpooled Date,Part Of,Same As,,,,Website,Website Status,Website Status Last Updated,LinkedIn,Twitter,Facebook,Blog Url,Tracxn URL,Date Added,Annual Net Profit (USD),Annual Net Profit as on,Annual EBITDA (USD),Annual EBITDA as on,Latest Valuation (USD),Latest Valuation as on,Total Employee Count,Total Employee Count as on,Tracxn Score,Revenue Multiple,Revenue Multiple as on,Special Flags : Yes,Special Flags : No,Special Flags : Unknown,In rounds sheet
15,Cornershop,cornershopapp.com,Online platform offering on-demand grocery delivery services,,2015,Mexico City,The Federal District,Mexico,Yes,"30,053,485",5/4/2017,$21M,"20,999,984",Acquired,890,Yes,uber.com,"oct. 11, 2019",2019,"450,000,000",Business Acquisition,No,4,"jun. 21, 2020",,,,"Consumer
Logistics Tech
Food Tech","Logistics Tech
Online Grocery","Logistics Tech > Parcel > Hyperlocal Delivery > B2C > Grocery
Online Grocery > B2C Ecommerce > Multi Category > Marketplace > Own Delivery Fleet","Creandum
ALLVP
Accel
Jackson Square Ventures
Endeavor",,"Cornershop is an online platform offering on-demand grocery delivery services. It enables users to browse their favorite stores, order online, and get it delivered to their doorstep. Products include fruits & vegetables, bakery products, dairy products, and more. Its features include multi-store checkout, contact-free delivery, deals & discounts, and more. Its app is available on the Android and IOS platforms.",Mexico,,,"Oskar Hjertonsson; Co-Founder & CEO; oskar@seahorse.co; http://linkedin.com/in/oskarhjertonsson; Ex-Founder Seahorse & Groupon, CEO Needish, Agresso. LTH MSc 2005
Juan Pablo Cuevas; Co-Founder; http://linkedin.com/in/jpcuevas/en; Ex-Groupon, Needish, Lemontech.
Daniel Undurraga; Co-Founder & CTO; daniel@seahorse.co; http://linkedin.com/in/danielundurraga; Ex-Founder Seahorse, Groupon, Clandescuento, Needish & Lemontech. UC Santiago 2006","oskar@seahorse.co
daniel@seahorse.co
daniel@cornershopapp.com
danielundurraga@cornershopapp.com","http://linkedin.com/in/oskarhjertonsson
http://linkedin.com/in/jpcuevas/en
http://linkedin.com/in/danielundurraga",http://www.linkedin.com/vsearch/p?f_CC=10015673,,,No,,,,,,,,,,,No,,,,,,,https://cornershopapp.com/en-us/,200,"ene. 18, 2021",https://www.linkedin.com/company/10015673?trk=prof-0-ovw-curr_pos,http://twitter.com/cornershopapp,http://facebook.com/cornershopapp/,http://blog.cornershopapp.com,https://tracxn.com/companies/sjqakrCAUx1l6gveh-UxGyWaDdzOuUHBNMUdlOML-Y0/cornershopapp.com,"jul. 24, 2015",,,,,,,,,67.41,,,"Marketplace
Tech
Consumer","Enterprise
SaaS
Tech Hardware
Social Impact
Artificial Intelligence
Software
Blockchain","Innovative
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit",0
226,InstaShop,instashop.com,Online platform of multi-category grocery products,,2015,Dubai,Dubai,United Arab Emirates,Yes,,10/31/2016,,,Acquired,1396,Yes,deliveryhero.com,"ago. 27, 2020",2020,"360,000,000",Business Acquisition,No,2,"ago. 31, 2020",,,,Food Tech,Online Grocery,Online Grocery > B2C Ecommerce > Multi Category > Retailer > Own Delivery Fleet,"Venture Friends
Jabbar
Souq",,"Online platform of multi-category grocery products. Its product offerings include fruit & vegetables, seafood & meat, bakery products, and more. It also offers pet products, cosmetic products, flowers, medicine, and more. Its features include in-app payments, scheduled delivery, and more.",United Arab Emirates,contact@instashop.ae,+971-44318753,"John Tsioris; Co-Founder & CEO; john@instashop.ae; http://linkedin.com/in/johntsioris; Ex-CEO Vound, Philips Lighting. Polytechnic University of Crete 2008, Rotterdam School of Management 2010
Chris Quinn; Co-Founder & COO
Billy Mauro; Co-Founder & CEO; http://linkedin.com/in/billymauro",john@instashop.ae,"http://linkedin.com/in/johntsioris
http://linkedin.com/in/billymauro",,,,No,,,,,,,,,,,No,,,,,,,https://instashop.com/,200,"ene. 13, 2021",https://linkedin.com/company/instashop-convenience-delivered,,https://facebook.com/instashopgroceries,http://instashopapp.tumblr.com,https://tracxn.com/companies/axrlWh4BET8OZ5WEBCToqqgmYLx0bmEqgVkmsKiGGf8/instashop.com,"ago. 25, 2020",,,,,,,,,45.03,,,"Tech
Consumer","Enterprise
Marketplace
SaaS
Software
Tech Hardware
Social Impact
Artificial Intelligence
Blockchain","Innovative
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit",0
1050,Bestel,bestel.com.mx,Provider of internet telephony and connectivity services,,2015,Mexico City,The Federal District,Mexico,No,,NA,,,Acquired,,Yes,televisa.com,"ago. 31, 2007",2007,"325,000,000",Business Acquisition,No,,,,,,,,,,,,Mexico,salesmexico@bestel.com.mx,+52-8001206000,,,,http://www.linkedin.com/vsearch/p?f_CC=9000872,,,No,,,,,,,,,,,No,,,,,,,https://www.bestel.com.mx/nosotros,200,"ene. 16, 2021",https://linkedin.com/company/bestel-empresas/about,https://twitter.com/bestelmx,https://facebook.com/bestelmx,,https://tracxn.com/companies/SSo6-UbMyXRL9Zom8yKCUG_sOZaUrgVGHeOW2Y7nyhY/bestel.com.mx,"nov. 03, 2020",,,,,,,,,17.89,,,,,"Consumer
Enterprise
Marketplace
SaaS
Tech
Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
1134,Lion City Rentals,lioncityrentals.com.sg,Online car rental partner to drive for Uber,,2015,Singapore,Singapore,Singapore,No,,NA,,,Acquired,,Yes,comfortdelgro.com.sg,"dic. 08, 2017",2017,"218,517,000",Business Acquisition,No,2,"jun. 20, 2020",,,,"Consumer
Auto Tech
Travel and Hospitality Tech
Consumer","Road Transport Tech
Online Rental","Road Transport Tech > Self Drive Rentals > Car > For Drivers
Online Rental > Vehicles > Cars > B2C > Free Float",,,"Lion City Rentals or LCR is a car rental platform that acts as Uber's rental partner. Drivers with an appropriate driving license can take cars for rent from LCR and drive for Uber. The platform offers short-term rental contracts with different makes & models of vehicles. Drivers can register online, pay $500 as a refundable deposit, browse through different car models and rental fee to book a car. Rent is deducted at the end of the week from their Uber earnings.",Singapore,,,,,,,,,No,,,,,,,,,,,No,,,,,,,https://lioncityrentals.com.sg/,200,"ene. 20, 2021",http://linkedin.com/company/lion-city-rentals,,http://facebook.com/lioncityrentals.com.sg,,https://tracxn.com/companies/GWSZRU7S3sZ-WfwZ-6Di_lr1mBwnnS6Eu6u1Zisxx24/lioncityrentals.com.sg,"feb. 14, 2017",,,,,,,,,15.57,,,"Enterprise
Tech","Consumer
Marketplace
SaaS","Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
1101,MediaLink,medialink.co,"Public Relations marketplace connecting businesses, journalists, and expert sources",,2014,Singapore,Singapore,Singapore,No,,NA,,,Acquired,,Yes,ascential.com,"feb. 07, 2017",2017,"207,000,000",Business Acquisition,No,,,,,,Enterprise Applications,PR Tech,PR Tech > Media Database,,,"MediaLink is a meeting place for journalists and businesses interested in finding each other. Helps in connecting businesses, journalists and sources. Claims to helps businesses, especially SMEs, to get more mileage out of their PR spend, by pitching to targeted and relevant media lists.",Singapore,,,"Mayuresh Godse; Founder & CEO; mayuresh@contentfactory.biz; http://linkedin.com/in/mayureshgodse; ex-Aress Software, MD Kriti Media, Pratibha Advertising. SIBM India 1991","mayuresh@contentfactory.biz
mayuresh@medialink.co
mayureshg@gmail.com",http://linkedin.com/in/mayureshgodse,http://www.linkedin.com/vsearch/p?f_CC=3787954,,,No,,,,,,,,,,,No,,,,,,,http://www.medialink.co,404,"ene. 17, 2021",http://linkedin.com/company/medialink-sg,https://twitter.com/medialinksg,http://facebook.com/medialinksg,http://medialink.co/blog,https://tracxn.com/companies/kpHD4vg3wbdDbK3grhxHRF-4QuwnKclZOtEEvqVA8qM/medialink.co,"oct. 17, 2016",,,,,,,,,16.74,,,"Enterprise
Marketplace
Tech","Consumer
SaaS","Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
27,Paystack,paystack.com,Payment processing solutions for businesses,,2015,Lagos,Lagos,Nigeria,Yes,"11,700,000",8/28/2018,$10M,"10,205,002",Acquired,779,Yes,stripe.com,"oct. 15, 2020",2020,"200,000,000",Business Acquisition,No,4,"jun. 21, 2020",,,,"FinTech
FinTech
Accelerator Batches","Payments
Remittance
Y Combinator Batches","Payments > Business Payments > Diversified
Remittance > Enablers > Software for Enterprises
Y Combinator Batches > 2016 > Winter","Tencent
Blue Rinc Capital
Comcast Ventures
Launchpad Accelerator
Singularity Investments
Visa
Alter Global
Y Combinator
Tokyo Founders Fund
Stripe
Atlantica Ventures
Comcast Ventures Catalyst
M and S Capital Partners
Fenox Venture Capital
Ventures Platform
Leadpath Nigeria
Ingressive Capital
SPARK","Dale Mathias
Justin Kan
Tom Stafford
Olumide Soyombo
Michael Seibel
Gbenga Oyebode
Marc Walder","Paystack provides payment processing solutions for businesses. It features digital payments, card payments, mobile money, recurring payments, QR based payments, POS terminals, bank transfer, and more. It also offers customers with fraud detection from fraudulent transaction & chargeback claims and reporting for accounting, reconciliation & audits.",United States,hello@paystack.com,,"Shola Akinlade; Co-Founder & CEO; shola@paystack.com; http://linkedin.com/in/shollsman; Ex-Co-Founder Klein Devort, Nigerian Breweries. Babcock University Bsc 2006
Ezra Olubi; Co-Founder & CTO; ezra@paystack.com; https://linkedin.com/in/cfezra; Alexander Haring, ex-Delivery Science, Softcom Imagio. Babcock University BSc 2006","shola@paystack.com
ezra@paystack.com","http://linkedin.com/in/shollsman
https://linkedin.com/in/cfezra",,,,No,,,,,,,,,,,No,,,,,,,https://paystack.com/,200,"ene. 15, 2021",https://linkedin.com/company/paystack/about,https://twitter.com/paystack,https://facebook.com/paystackhq,http://paystack.com/blog,https://tracxn.com/companies/EPUBzBntQYAReJZnAFC79BkwhC74nw9Cxn-nHpz_LBg/paystack.com,"abr. 11, 2016",,,,,,,,,62.70,,,"Tech
Enterprise
Software
Tech Hardware","SaaS
Consumer
Marketplace
Social Impact
Artificial Intelligence
Blockchain","Innovative
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit",0
210,Rollic,rollicgames.com,Mobile game developer and publisher specializing in casual games,,2018,Istanbul,Istanbul,Turkey,No,,NA,,,Acquired,,Yes,zynga.com,"ago. 05, 2020",2020,"180,000,000",Business Acquisition,No,4,"may. 14, 2020",,,,"Mobile
Gaming",Mobile Gaming,Mobile Gaming > Game Developers > Casual > Multi Genre,,,"Rollic Games is a mobile game developer and publisher. It has developed casual games in genres like strategy, action, puzzle, and sports games. The games developed by the company include Picker 3D, Water Shooty, Pixel Shot 3D, Touchdrawn, Zero21 Solitaire, and more. These games are available for Android and iOS users. It monetizes through in-app ads and purchases.",Turkey,info@rollicgames.com,,"Burak Vardal; Co-Founder & Managing Director; burak.vardal@rollicgames.com; https://linkedin.com/in/burakvardal; Ex- AdColony. Mef College 2011
Deniz Basaran; Co-Founder & Managing Director; deniz.basaran@rollicgames.com; https://linkedin.com/in/denizbasaran; Ex- AdColony. Istanbul Technical University 2015","burak.vardal@rollicgames.com
deniz.basaran@rollicgames.com","https://linkedin.com/in/burakvardal
https://linkedin.com/in/denizbasaran",,,,No,,,,,,,,,,,No,,,,,,,https://www.rollicgames.com,200,"feb. 01, 2021",https://linkedin.com/company/rollic,,https://facebook.com/rollic,http://rollicgames.com/blog,https://tracxn.com/companies/TANvSIcoQdtGJrp_Xh9zfprnvRtG7SbWGPsFHKHJjEA/rollicgames.com,"may. 11, 2020",,,,,,,,,46.02,,,"Tech
Consumer
Software","Enterprise
Marketplace
SaaS
Tech Hardware
Social Impact
Artificial Intelligence
Blockchain","Innovative
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit",0
10,Iyzi Payments,iyzico.com,Payment solutions for e-commerce companies,,2012,Istanbul,Istanbul,Turkey,Yes,"28,000,000",1/23/2019,$4M,"4,000,000",Acquired,139,Yes,payu.com,"jun. 11, 2019",2019,"165,000,000",Business Acquisition,No,4,"jul. 24, 2019",,,,FinTech,Payments,Payments > Business Payments > Online Payments,"Vostok Emerging Finance
Beenos
Amadeus Capital
Speedinvest
Hackquarters
212
Endeavor
International Finance Corporation",,"Iyzico provides payment solutions to e-commerce companies. It offers products Iyzicollect, a virtual POS; Iyziconnect, an integration & management panel for multiple POS systems, and more. It facilitates payments via credit/debit cards, wallets, or bank transfers.",Turkey,info@iyzico.com,+90-2165990100,"Barbaros Ozbugutu; Co-Founder & CEO; barbaros@iyzico.com; http://linkedin.com/in/barbaros-ozbugutu-34763619; CEO PayU Turkey, ex-Klarna, TeleCash, First Data Corporation. Harvard Business School 2017
Tahsin Isin; Co-Founder; tahsin@iyzico.com; http://linkedin.com/in/isin26; Endeavor, ex-Founder PayIntelligent, ClickandBuy.","barbaros@iyzico.com
tahsin@iyzico.com","http://linkedin.com/in/barbaros-ozbugutu-34763619
http://linkedin.com/in/isin26",http://www.linkedin.com/vsearch/p?f_CC=3059569,,,No,,,,mypat.co,,,,,,,No,,,,,,,https://www.iyzico.com,200,"ene. 13, 2021",https://www.linkedin.com/company/iyzi-payments,https://twitter.com/iyzico,http://facebook.com/iyzico,https://iyzico.com/blog,https://tracxn.com/companies/vK-C-dTRQqLabYHjo_LZ1PIWlIBIkp7yahwDgASJuxI/iyzico.com,"jul. 01, 2016",,,,,,,,,67.93,,,"Enterprise
Tech
Software","Consumer
Marketplace
SaaS
Tech Hardware
Social Impact
Artificial Intelligence
Blockchain","Innovative
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit",0
9,Namshi,namshi.com,"Online retailer of multi-category fashion products for men, women & kids",,2011,Dubai,Dubai,United Arab Emirates,Yes,"33,000,000",5/13/2013,$13M,"13,000,000",Acquired,1471,Yes,emaar.com,"may. 23, 2017",2017,"151,000,000",Business Acquisition,No,5,"jun. 24, 2020",,,,"Consumer
Retail",Fashion Tech,Fashion Tech > B2C Commerce > Multi Category > Inventory-led > Retailer > Multi-brand,"Blakeney Management
HV Capital
JPMorgan
Tengelmann Ventures
Summit Partners
Rocket Internet",,"Namshi is an online retailer of multi-category fashion products for men, women & kids. The product catalog includes apparel, footwear, bags, and accessories. A few of the brands associated with the company are Puma, Ella, Mango, Rimmel, Calvin Klein, and more. It also offers beauty products",United Arab Emirates,partners@namshi.com,,"Muhammed Mekki; Co-Founder; muhammed@astrolabs.com; https://linkedin.com/in/mmekki; AstroLabs, ex-McKinsey & Company, Aktana. . University of Pennsylvania 2005, Stanford Graduate School of Business MBA 2010
Felipe Garcia; CEO; felipe.garcia@namshi.com; https://linkedin.com/in/felipe-garcia; Ex-Lazada Group, Amazon, Staples, Sportop. Barcelona University BA 2003
Hosam Arab; Co-Founder; hosam@tabby.ai; https://linkedin.com/in/hosam; Co-Founder tabby. Queen's University BSc 2002, Harvard Business School MBA 2009
Faraz Khalid; Co-Founder; faraz@noon.com; http://linkedin.com/in/farazkhalid; CEO noon. University of University of Pennsylvania - The Wharton School MBA 2012
Hisham Zarka; Co-Founder; https://linkedin.com/in/hzarka; MD noon, ex-MD Rocket Internet, McKinsey & Company. UC Berkeley BS","muhammed@astrolabs.com
felipe.garcia@namshi.com
hosam@tabby.ai
faraz@noon.com
faraz.khalid@namshi.com","https://linkedin.com/in/mmekki
https://linkedin.com/in/felipe-garcia
https://linkedin.com/in/hosam
http://linkedin.com/in/farazkhalid
https://linkedin.com/in/hzarka",http://www.linkedin.com/vsearch/p?f_CC=2509602,,,No,,,,,,,,,,,No,,global-fashion-group.com,,,,,https://www.namshi.com,200,"ene. 11, 2021",http://linkedin.com/company/namshi-com,http://twitter.com/namshidotcom,http://facebook.com/namshifans,http://journal.namshi.com/en/blog/topshop-party-looks,https://tracxn.com/companies/K7t3UoLpNxCga4Lzg63gNOGwrnSMAL7qX-DqtBOQnk4/namshi.com,"may. 31, 2018",,,,,,,,,68.04,,,"Consumer
Tech","Enterprise
Marketplace
SaaS
Software
Tech Hardware
Social Impact
Artificial Intelligence
Blockchain","Innovative
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit",0
36,Linio,linio.com,Online marketplace offering multi category products,,2012,Cuauhtemoc,Chihuahua,Mexico,Yes,"210,500,000",9/22/2016,$55M,"55,000,000",Acquired,683,Yes,falabella.com,"ago. 06, 2018",2018,"138,000,000",Business Acquisition,No,5,"jun. 24, 2020",,,,"Retail
Covid-19",Horizontal E-Commerce,Horizontal E-Commerce > Marketplace,"Tengelmann Ventures
LIV Capital
HV Capital
Access Industries
Kinnevik
Access Technology Ventures
Rocket Internet
JPMorgan
Summit Partners
Northgate Capital",,"Linio is an online marketplace offering multi category products. It offers a wide variety of products online in various categories, such as home electronics, technology, mobiles, entertainment, home, appliances, fashion, sporting goods, babies and toys, books, and personal care products.",Mexico,americas.contact@linio.com,+52-15536039700,"Andreas Mjelde; Co-Founder & CEO; andreas.mjelde@linio.com; https://linkedin.com/in/andreas-mjelde-154290124; Ex-McKinsey & Company. Norwegian School of Economics 2006, Harvard Business School MBA 2012
Paul Chong; Co-Founder; pchong@salesforce.com; https://linkedin.com/in/paulychong; Salesforce, ex-Quid, Founder CardHub, Zynga, Microsoft. University of Otago BA, University of Oxford MS 2021, Harvard Business School MBA","andreas.mjelde@linio.com
pchong@salesforce.com","https://linkedin.com/in/andreas-mjelde-154290124
https://linkedin.com/in/paulychong",http://www.linkedin.com/vsearch/p?f_CC=2707287,,,No,,,,,,,,,,,No,,,,,,,https://www.linio.com,200,"ene. 13, 2021",https://linkedin.com/company/linio/about,,,,https://tracxn.com/companies/LLBU9YqFcvfPurl_Qcd2f2SsQ8RXYl8goa99v2dqXM4/linio.com,"abr. 26, 2016",,,,,,,,,60.80,,,"Consumer
Marketplace
Tech","Enterprise
SaaS
Software
Tech Hardware
Social Impact
Artificial Intelligence
Blockchain","Innovative
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit",0
5,Moka,mokapos.com,mPOS software and hardware solutions for offline retailers,,2014,Jakarta,Jakarta,Indonesia,Yes,"40,000,000",9/13/2018,$24M,"24,000,000",Acquired,322,Yes,gojek.com,"ago. 01, 2019",2019,"130,000,000",Business Acquisition,No,4,"jun. 22, 2020",,,,"Retail
FinTech","In Store Retail Tech
Payments","In Store Retail Tech > Payments > POS
Payments > Business Payments > POS Payments > POS Mobile Apps","Wavemaker Partners
EDBI
SMDV
East Ventures
Pegasus Tech Ventures
YJ Capital
Mandiri Capital Indonesia
Northstar Group
Sequoia Capital
Convergence Ventures
Fenox Venture Capital
SoftBank Ventures Asia",,"Moka provides mPOS software and hardware solutions for offline retailers. Its mPOS software has features like order & inventory management, staff management, business intelligence & analytics and more. The company charges a monthly subscription fee. Its mobile app is available for Android and iOS. It caters to businesses like retail, F & B, service businesses like salon & spas and more. Clients include Head & Brew, Jolie Clothing, Sekar Sari Salon & Spa, Hi Fries and more.",Indonesia,hello@mokapos.com,,"Haryanto Tanjo; Co-Founder & CEO; haryanto@mokapos.com; http://linkedin.com/in/haryantotanjo; Ex-McKinsey & Company, Webster Pacific, Bayer HealthCare. UC Berkeley 2009, UCLA Anderson MBA 2014
Grady Laksmono; Co-Founder & CTO; grady@mokapos.com; http://linkedin.com/in/glaksmono; Ex-Albumatic, OpenX, Zynga, Co-Founder trueRSVP. CAl State BS 2009, USC MS 2011","haryanto@mokapos.com
grady@mokapos.com","http://linkedin.com/in/haryantotanjo
http://linkedin.com/in/glaksmono",http://www.linkedin.com/vsearch/p?f_CC=3879312,,,No,,,,getfocus.in,,,,,,,No,,,,,,,https://www.mokapos.com,200,"ene. 17, 2021",https://linkedin.com/company/mokapos,,http://facebook.com/mokapos,,https://tracxn.com/companies/sFFiN45XDtcB5iN-P8E2AMfdZ2t1bzYu7bWyfwFerfw/mokapos.com,"may. 09, 2016",,,,,,,,,72.29,,,"SaaS
Tech
Enterprise
Tech Hardware
Software","Consumer
Marketplace
Social Impact
Artificial Intelligence
Blockchain","Innovative
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit",0
14,Takealot,takealot.com,South African online retailer,,2011,Cape Town,Province Of The Western Cape,South Africa,Yes,"215,300,000",4/11/2017,$69M,"69,400,000",Acquired,440,Yes,naspers.com,"jun. 25, 2018",2018,"129,444,249",Business Acquisition,No,5,"jul. 24, 2019",,,,"Retail
Covid-19",Horizontal E-Commerce,Horizontal E-Commerce > Retailer,"Tiger Global Management
Naspers",,"takealot.com is a South African online retailer, launched in June 2011, post the acquisition of an existing ecommerce business called Take2 by Kim Reid and the US based Hedge Fund, Tiger Global. They offer books, games, electronics, beauty products, toys, DVD's, music, home and kitchen appliances on their platform and have expanded selection to over 19 departments across Electronics, Lifestyle, Media &amp; Gaming and Fashion.They have their warehouses in Cape Town and Johannesburg. In 2014, Naspers owned kalahari.com merged their businesses with takealot.com. The merge was successfully completed on 1 May 2015 when all Kalahari customer accounts were transferred to takealot.com.",South Africa,,,"Kim Reid; CEO; kim@takealot.com; http://za.linkedin.com/in/kim-reid-0505061; ex-CEO, MIH  ex-CEO, MWEB  CFO, MultiChoice
Willem van Biljon; Co-CEO & CTO; http://za.linkedin.com/in/willem-van-biljon-14028a; ex-co-Founder, Nimbula  ex-Director, Amazon.com  University of Cape Town",kim@takealot.com,"http://za.linkedin.com/in/kim-reid-0505061
http://za.linkedin.com/in/willem-van-biljon-14028a",http://www.linkedin.com/vsearch/p?f_CC=1167110,,,No,,,,,,,,,,,No,,,,,,,https://www.takealot.com,200,"ene. 14, 2021",http://linkedin.com/company/takealot,http://twitter.com/takealot,http://facebook.com/takealot,,https://tracxn.com/companies/Rdjq7mmqa5DI0PI2E5SR29aKUdwDZIJyw3lAAX6CRZE/takealot.com,"mar. 04, 2016",,,,,,,,,67.53,,,"Consumer
Tech","Enterprise
Marketplace
SaaS","Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
441,I-Med,i-med.cl,Online platform to connect healthcare providers,,2016,Providencia,Santiago Metropolitan,Chile,No,,NA,,,Acquired,,Yes,accel-kkr.com,"ene. 04, 2018",2018,"119,000,000",Management Buyout,No,3,"feb. 03, 2021",,,,HealthTech,Healthcare Payer Tech,Healthcare Payer Tech > Member Management > Member Engagement > Retention,,,"I-med is an online platform to connect healthcare providers. The platform enables healthcare providers to connect and form a network with users, providers, and insurers. The services offered are an electronic medical license, patient notification, insurance bonuses and many more.",Chile,comercial@i-med.cl,+562-27149500,Don Parson; President & CEO; https://linkedin.com/in/don-parson-54779811,,https://linkedin.com/in/don-parson-54779811,http://www.linkedin.com/vsearch/p?f_CC=115738,,,No,,,,,,,,,,,No,,,,,,,https://www.i-med.cl,200,"ene. 12, 2021",http://linkedin.com/company/i-med,https://twitter.com/imedchile,,,https://tracxn.com/companies/R5kiN2FRJgzf3gBvSXi6OyXj9eqhGGF3uPcJnHGlRd0/i-med.cl,"feb. 03, 2021",,,,,,,,,35.75,,,"Tech
Enterprise
Software","Consumer
Marketplace
SaaS
Tech Hardware
Artificial Intelligence
Social Impact","Innovative
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
683,Zup,zup.com.br,Cloud Software solutions,,2011,Uberlandia,Estado De Minas Gerais,Brazil,Yes,"2,571,333",5/26/2016,$3M,"2,571,333",Acquired,1481,Yes,itau.com.br,"jun. 15, 2020",2020,"113,835,000",Business Acquisition,No,,,,,,,,,"Endeavor
Kaszek Ventures",,"Zup innovation provides solutions to digitize company's operations and connect with customers in real time. Its platform can integrate legacy systems and web service bus, databases, mainframes to the cloud and internet. Also launched a new product named Real Wave helps businesses to create tailor made live offers to any individual or group of customers which can immediately be activated by the end user, according to their preferences.",Brazil,,,"Bruno Pierobon; Co-Founder & CEO; brunopierobon@gmail.com; http://linkedin.com/in/bruno-pierobon-a3149536; Ex - Algar Telecom
Gustavo Cunha Debs; Co-Founder & COO; gustavo@zup.com.br; http://linkedin.com/in/gustavodebs; Ex - CTBC, Concepta,  Universidade Federal de Ouro Preto","brunopierobon@gmail.com
gustavo@zup.com.br","http://linkedin.com/in/bruno-pierobon-a3149536
http://linkedin.com/in/gustavodebs",http://www.linkedin.com/vsearch/p?f_CC=1407682,,,No,,,,,,,,,,,No,,,,,,,https://www.zup.com.br,200,"ene. 15, 2021",http://linkedin.com/company/zup-it-solutions,,,,https://tracxn.com/companies/tONnENkNEx4P43tCynUeBErQ4E-zyWKHOesvz0Odx_o/zup.com.br,"ago. 05, 2016",,,,,,,,,27.94,,,,"SaaS
Tech","Consumer
Enterprise
Marketplace
Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
1046,ADMtek,admtek.com.tw,Limited information available,,2018,Hsinchu,Hsinchu,Taiwan,Yes,,NA,,,Acquired,,Yes,infineon.com,"ene. 28, 2004",2004,"100,000,000",Business Acquisition,No,,,,,,,,,Fuel Capital,,,Taiwan,,,,,,,,,No,,,,,,,,,,,No,,,,,,,http://www.admtek.com.tw,301,"ene. 17, 2021",,,,,https://tracxn.com/companies/ZvMLB_Jnxd0Pmu5R8wN-JkcZDyv86wrmDwYXTMG0Ogg/admtek.com.tw,"jul. 25, 2019",,,,,,,,,18.02,,,,,"Consumer
Enterprise
Marketplace
SaaS
Tech
Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
