name,idea,location,start_date,operating_years,number_employees,status,latest_funding_round
Take Eat Easy,"TakeEatEasy came into the on-demand food market with the purpose of enabling quality restaurants to provide a reliable delivery service for their customers. Their job was to align supply and demand in time and space by automatic optimization and dispatching of orders to couriers and restaurants. TakeEatEasy provided a deep integration in restaurant operations thanks to their app which customers to order dishes online, change prep time order and cancel orders. The TakeEatEasy app connected customers with reputable restaurants and delivered meals to the customer’s doorstep under one hour.",Belgium,2013,3.0,100-250,Bankruptcy,3.0
Poliana,"Poliana established with an aim of bringing order to the chaos in the political system of the United States of America. It initially tried to do that by providing a gateway for communication between politicians and their citizens. After the pivot, they started creating and designing data visualization tool using their data set for institutions like schools. Also, they created a paid access terminal that assisted people to make their own data visualization. Poliana also tried to sell information and data visualization to media groups in small and large scale depending on their audience. In particular, they collected data on who exactly funded politicians so as to create transparency and a better understanding of who’s agenda a particular politician was trying to implement since there was a high correlation between the source of the funding politicians receive and the bills they would pass (or prevent from passing).",United States,2013,2.0,10-Jan,Shut Down,1.0
Stereomood,"Stereomood was an online platform for streaming music which instead of being based on genre or musical interest, it categorized and streamed songs according to the users’ mood. Users could hear and create their own playlist as well as share music with other members depending on how they felt at any particular time.",Italy,2009,6.0,Oct-50,Acquired,1.0
Appiterate,"Appiterate was a mobile marketing company, which specializes in creating “precise and targeted” user experience based on the user’s previous activity on both applications and websites. Appiterate delivered a lot of personalized notifications on its campaigns each month, roughly around 100 million targeted and specific notifications for various platforms of different e-commerce sites. This target-specific campaign technique by Appiterate landed some huge scores for those e-commerce sites who reportedly had a whopping 300% increase in their total revenue.",United States,2013,2.0,10-Jan,Acquired,1.0
Selltag,"Selltag was a web-based buy & sell platform which later integrated their services with a mobile app and social network available in both iOS and Android app stores. It allowed registered users to create a network of their own products, lists of services, and even advertisements in order to buy or sell goods from other users in the network. Digitally created content was also considered as a trading good that could be easily exchanged or bought. Selltag also provided customers with externally shareable links to their products so that other non-registered users could see them and possibly become involved in the negotiation.",Spain,2014,1.0,Oct-50,Shut Down,2.0
Sprig,"Sprig delivered high-end meals to customers who were looking for healthy and nutritional menu choices.

This meal-based startup provided fast delivery times with low or no fees whenever there was low demand. The company also dominated in terms of quality of ingredients and transparency in the nutritional value. The ingredients were sometimes inspected from the point of origin by the chef so as to ensure that they had the best quality. All the ingredients used for the meals were locally-sourced, sustainable, and seasonal.",United States,2013,4.0,50-100,Shut Down,4.0
Fab,"Fab is a former e-commerce company which started out as a dating site. On June 9, 2011, the owners of the site decided to entirely focus on sales and daily design inspiration. The company grew so rapidly that it even surpassed Facebook’s record when it was able to reach the 1 million subscribers milestone within six months. The company grew their sales and exposure, even more when they introduced a social-concept similar to Facebook which enabled users to share the purchases they made on Fab.com on an interface called “Inspiration wall”.",United States,2009,4.0,"500-1,000",Acquired,11.0
Dopplr,Dopplr was a social travel network service. With Dopplr users could create personalized travel schedules with the option to share and link their trip plans with people in their contact list so as to coordinate a meeting or simply keep track of each other journeys. Dopplr was established in 2007 and had headquarters in the UK.,United States,2007,13.0,10-Jan,Shut Down,3.0
Shipitwise,"ShipItWise started out as a way of giving an instant, dynamic quote, or shipping price to anyone, anywhere in the world, using a complex algorithm that their engineers wrote. The idea was that instead of calling and sending emails, thus going back and forth, all you had to do was to use their SaaS solution and you’d get an immediate quote - right there on the spot.

Furthermore, ShipItWise signed contracts with large European freight forwarders and engaged smaller, local businesses to handle the shipping. The idea was that these smaller businesses could outsource their logistics departments to ShipItWise.",Estonia,2016,3.0,10-Jan,Acquired,5.0
ArsDigita,"ArsDigita was a Massachusetts based Web Development Company established in 1997. Its fundamental product was an open source toolbox called the ArsDigita Community System (ACS) that aimed to help support entrepreneurs who had an online business with their group sites by introducing the ArsDigita database. The database would prompt smooth exchanges processing, with consistent work process in every aspect of the E-organizations. The positive development of ArsDigita prompted the formation of the ArsDigita Foundation, that awarded ArsDigita prize yearly to secondary school students. The foundation also supported post-high school students to undertake a one-year software engineering course at an undergraduate level.",United States,1997,5.0,50-100,Shut Down,1.0
MySpace,"MySpace was originally launched as a side project. Started as a spin-off of Friendster, it grew rapidly to become the most popular social networking site before Facebook entered the scene. It gained 1 million users in about one month after it was officially launched in 2004 and by 2005 it had 20 million registered users. Upon registration on the site, users were given profile pages they could personalize, write posts or blogs, connect with others through comments or messages, share art, stream their own music or that of their favorite artists. The platform principally made profits by serving ads to its users which reached about 76 million in 2008.",United States,2003,17.0,250-500,Still Active,1.0
Cleargraph,Zero-friction identity verification,San Francisco,,,1-10,,
Princeton Ventures,Princeton Ventures leads growth equity investments of $10 million to over $100 million.,Princeton,,,1-10,,
Kylie.ai,Kylie Leverages AI to Clone Enterprise Support Agents to Automate Conversations,San Francisco,,,1-10,,
Vertical AI,Advanced Computer Vision and AI for Augmented Reality,Kitchener,,,1-10,,
IFTTT,Do more with the services you love,San Francisco,,,11-50,,
SoundBetter,Music Services Marketplace,New York City,,,1-10,,
Airtime,All Together Now,Brooklyn,,,11-50,,
CrowdFlower,The essential human-in-the-loop platform for data science teams,San Francisco,,,51-200,,
Ripple,"Instant, certain, low-cost cross-border payments.",San Francisco,,,51-200,,
Pinterest,"Discover recipes, home ideas, style inspiration and other ideas to try.",San Francisco,,,501-1000,,
RevCascade,Marketplace automation for brands and retailers,New York City,,,1-10,,
Pomello,Data-Driven HR Platform,San Francisco,,,1-10,,
HackerRank,Match every developer to the right job!,Palo Alto,,,51-200,,
Revfluence,Scalable Content Powered by Influencers,San Francisco,,,11-50,,
Freebird,Travel empowered,Cambridge,,,11-50,,
Binti,Helping children join loving families,San Francisco,,,1-10,,
Mux,Build better video: Stream and measure video on any device,San Francisco,,,11-50,,
Rocksbox,Transforming the way women discover and buy jewelry.,San Francisco,,,11-50,,
AnyRoad,Experience Relationship Management.,San Francisco,,,11-50,,
Orion,Orion is a platform for real-time voice communication everywhere. ,San Francisco,,,11-50,,
Taulia,"Connecting businesses to boost worldwide economic growth, one invoice at a time",San Francisco,,,201-500,,
PlushCare,"Get diagnosed, treated, and prescribed medication by top doctors via smartphone now. ",San Francisco,,,11-50,,
Thunder,"Enable digital marketing creative agility, personalization, and optimization.",Bellevue,,,51-200,,
Paintzen,Online Marketplace For Home and Office Painting,New York City,,,11-50,,
RealCrowd,Platform For Accredited Crowd Investing in Commercial Real Estate ,Palo Alto,,,11-50,,
Jetlore,"Turn consumer behavior into structured, actionable data about your customers.",San Mateo,,,11-50,,
TRED,Where trusted car buyers and sellers connect,Seattle,,,11-50,,
Polymorph,Machine learning driven revenue intelligence platform,San Francisco,,,11-50,,
Enki,Personalized continuous learning for tech skills,San Francisco,,,11-50,,
Ambassador,End-to-end platform for Relationship Marketing,Detroit,,,11-50,,
iwoca,Instant Working Capital,London,,,51-200,,
StockTwits,Social network for investors and stock traders,New York City,,,11-50,,
Aella Credit,Instant Credit Solutions for Africans,Mountain View,,,11-50,,
CareDox,Care coordination platform for parents and schools,New York City,,,11-50,,
Rekener,Helping B2B companies maximize recurring revenue,-,,,,,
Geckoboard,"Real-time SaaS dashboards. TechCrunch: ""It's Chartbeat for everything else""",London,,,11-50,,
Mendix,"The app platform company for the enterprise: build, integrate and deploy fast.",Boston,,,51-200,,
Particle,The full-stack Internet of Things platform. Connect your devices to the web.,San Francisco,,,11-50,,
Buffer,"Intuitive, streamlined social media management",San Francisco,,,51-200,,
Lob,Print and Mail API (YC S13),San Francisco,,,11-50,,
Enchanted Diamonds,The modern luxury jeweler,New York City,,,1-10,,
Abacus,Real time expense reporting. Making expense reports ancient history. ,New York City,,,11-50,,
Tala,Modern credit for a mobile world,Nairobi,,,51-200,,
Lunar Wireless,Mobile without a monthly bill.,Detroit,,,1-10,,
Goldbely,Marketplace for Artisan & Specialty Food ,New York City,,,11-50,,
Feather (YC S17),Modern-day furniture rentals for people on the move,New York City,,,11-50,,
Mason,"Build, deploy, and scale connected mobile products. ",Detroit,,,1-10,,
Plaid,Infrastructure and API's to power FinTech,San Francisco,,,51-200,,
Unsplash,Photography for everyone.,Montreal,,,11-50,,
FaithStreet,Outreach and giving platform for congregations,New York City,,,11-50,,
Spring,Creating the world's best mobile shopping experience.,New York City,,,51-200,,
Recombine,Genetic Testing. Simplified.,Livingston,,,11-50,,
Pocket Gems,Pioneering mobile games and entertainment,San Francisco,,,201-500,,
Expa,Expa builds companies,San Francisco,,,11-50,,
EDITED,"Right product, right price, right time.",London,,,51-200,,
Triplemint,The refreshingly simple way to find your home,New York City,,,11-50,,
Maker,Content engagement platform for commerce,San Francisco,,,1-10,,
WePay,Driving the future of ecommerce via integrated payments,Redwood City,,,201-500,,
StartX,The @Stanford Startup Accelerator ,Palo Alto,,,11-50,,
Alation,Connecting people with the data they need,Redwood City,,,11-50,,
Kairos,#1 Facial Rec company on AngelList. We love Enterprise. We love SaaS. We love Mobile. ,Miami,,,11-50,,
Mode,Data collection from physical world,San Mateo,,,1-10,,
Zendrive,Making roads safer with data and analytics.,San Francisco,,,11-50,,
WayBetter,Bet on yourself!,New York City,,,11-50,,
FullContact,Stay fully connected. Master your contacts. Be awesome with people.,Denver,,,201-500,,
Breather,"Beautiful, private spaces to work, meet and focus.",Montreal,,,51-200,,
Formlabs,High resolution 3D printing. Designed for your desktop.,Cambridge,,,201-500,,
Base CRM,The next generation of CRM software. Made for people,Palo Alto,,,51-200,,
MixRank,Competitive Sales Intelligence,San Francisco,,,11-50,,
LendUp,We build products for the underbanked that improve financial health. ,San Francisco,,,201-500,,
ParkWhiz,Helping build the future of mobility by making parking easy for all,Chicago,,,51-200,,
Toymail,The mobile phone re-imagined for kids,New York City,,,1-10,,
Pana,Modern corporate travel platform,Denver,,,11-50,,
Zinc,An Ecommerce Plumbing Company (YC W14),San Francisco,,,11-50,,
Hipcamp,Discover and book original camping experiences,San Francisco,,,11-50,,
Wepow,Video Interviewing Platform,Guadalajara,,,11-50,,
Bitfusion.io,Supercomputing for the masses,Austin,,,1-10,,
Trace,Video highlights and player performance automatically.,Los Angeles,,,11-50,,
Occipital,Bringing spatial computing to everyday life,Boulder,,,51-200,,
Klaviyo,Changing how businesses send email.,Boston,,,51-200,,
Arthena,Invest in Art Online (YC W17),Palo Alto,,,1-10,,
Looklive,Community and Marketplace for Men's fashion.,San Francisco,,,1-10,,
Synack,Crowd Security Intelligence,Redwood City,,,51-200,,
Naytev,(YC S14) A/B testing for how content appears on social media,San Francisco,,,1-10,,
Clutter,Making the world more convenient.,San Francisco,,,201-500,,
The RealReal,The Leader in Luxury Designer Consignment,-,,,1001-5000,,
Calm,Making the world happier and healthier through the superpower of Calm.,San Francisco,,,11-50,,
CardFlight,Accept EMV chip card payments in any mobile app,New York City,,,11-50,,
OfferUp,buy. sell. simple.  ,Bellevue,,,51-200,,
Bloc,Structured online training programs in software development and design.,San Francisco,,,51-200,,
BetterUp,Personalized leadership development for everyone,San Francisco,,,51-200,,
Pathgather,Next-generation learning for enterprise (Techstars '14),New York City,,,11-50,,
Chewse,Chewse delivers family-style office meals from the best local restaurants.,San Francisco,,,11-50,,
OpenGov,OpenGov is the leading provider of government performance solutions software,Redwood City,,,51-200,,
Matchmade,Intelligent influencer marketing,Helsinki,,,11-50,,
NexTravel,Business Travel Made Simple,San Francisco,,,11-50,,
RiskIQ,RiskIQ is the leader in digital threat management,Shawnee,,,51-200,,
Mode,Collaborative Analytics Platform,San Francisco,,,51-200,,
Wefunder,"""Kickstarter for investing"".  Saving the American Dream for the next generation.",San Francisco,,,11-50,,
Gigster,Software development on-demand,San Francisco,,,51-200,,
Loom.ai,"Personalized expressive 3D avatars from photographs for chat, mobile AR, VR, e-commerce",San Francisco,,,11-50,,
Bidvine,"We make hiring local, trusted service professionals ridiculously simple.",Waterloo,,,11-50,,
Republic,Invest in startups via Republic equity crowdfunding platform,San Francisco,,,11-50,,
weeSpring,Trusted consumer reviews,Boulder,,,1-10,,
Scale API,API for human intelligence,San Francisco,,,11-50,,
Bright,SolarCity for the developing world,San Francisco,,,1-10,,
Wave,Wave makes it easy to be your own boss.,Toronto,,,51-200,,
Women.com,Publisher/Community striving to speak to the core identity of women.,Manhattan Beach,,,1-10,,
Wimdu,Simply Better than a Hotel,Berlin,,,201-500,,
Seed,Online Business Banking,San Francisco,,,11-50,,
Grove Collaborative,"Helping families create a healthy, beautiful environment in their homes",San Francisco,,,11-50,,
Mystery Science,Open-and-go lessons that inspire kids to love science.,San Francisco,,,11-50,,
Yousician,"Revolutionary music platform for anyone to learn, play, create and teach music.",Finland,,,51-200,,
Memrise,"Memrise is a Language learning Platform available in iOS, Android and Web.",London,,,51-200,,
Busbud,The Best Way to Book Bus Tickets,Montreal,,,11-50,,
Xola,Booking & Distribution Platform for Experience Providers. (Sabre for Activities).,San Francisco,,,11-50,,
Opencare,Your personal healthcare expert,San Francisco,,,1-10,,
Mapillary,A platform for extracting map data from street-level images,Malmö,,,11-50,,
Rappi,We are the next everything store of Latin America,Colombia,,,501-1000,,
Shipamax (YC W17),"Software for shipbrokers and ship operators (bulk, not containers)",London,,,1-10,,
8tracks,Internet radio curated by people | 5m MAU,San Francisco,,,11-50,,
Kiwi Crate,Delivering hands-on creative fun & learning to young makers,Mountain View,,,11-50,,
Konsus,On-Demand Business Support,Palo Alto,,,51-200,,
Latch,Smart access.,New York City,,,51-200,,
Lenda,"We make home loans honest, fast, and completely online.",San Francisco,,,11-50,,
Triplebyte,Intelligent technical recruiting,San Francisco,,,11-50,,
BISON,Changing how you see private equity,Boston,,,11-50,,
B12,Human-assisted AI for web design,New York City,,,11-50,,
UrbanSitter,Your community's most trusted babysitters and nannies. On-demand.,San Francisco,,,11-50,,
Standard Cyborg,The API for the Physical World,San Francisco,,,1-10,,
Instaread,Enrich human lives through voice,San Francisco,,,11-50,,
Apptentive,We help companies communicate better with their mobile customers.,Seattle,,,11-50,,
Carta,Modern Equity Management,Palo Alto,,,201-500,,
Kelvin,Intelligent Control for Natural Resource Operations,San Francisco,,,11-50,,
The Human Diagnosis Project,Worldwide effort to understand the best steps to help any patient.,Earth,,,11-50,,
GOAT - Sneaker Marketplace,The safest way to buy and sell sneakers on mobile.,Los Angeles,,,201-500,,
Zipline,Real-time Operations for Retail,San Francisco,,,11-50,,
Siftery,"Share products you use at work, explore what others are using",San Francisco,,,11-50,,
Panorama Education,Helping schools improve through data analytics,Boston,,,51-200,,
Altos Ventures,A different approach to venture capital,Menlo Park,,,1-10,,
Renoviso,Ecommerce for home renovation projects,Boston,,,11-50,,
TrendMD,Knowledge discovery for doctors,San Francisco,,,11-50,,
PlanGrid,Bridging the gap between good software and the construction industry,San Francisco,,,201-500,,
MURAL,Visual workspace that helps you design together,San Francisco,,,11-50,,
Instawork,Local jobs marketplace (YC S15),San Francisco,,,,,
x.ai,x.ai  is a personal assistant who schedules meetings for you.,New York City,,,51-200,,
Roam Analytics,Machine Intelligence for Human Health,San Mateo,,,,,
Equidate,The stock market for private companies.,San Francisco,,,11-50,,
Stripe,The new standard in online payments.,San Francisco,,,1001-5000,,
Memebox,Beauty Full Stack E-Commerce,San Francisco,,,51-200,,
CareGuide,"Sitter.com, Housekeeper.com, PetSitter.com, ElderCare.com, and HouseSitter.com",Toronto,,,11-50,,
Axiom Zen,Shape the impact of emerging technology,Vancouver,,,51-200,,
Airfox,Access to financial services for the unbanked in emerging markets,Boston,,,11-50,,
Codecademy,The Easiest Way to Learn to Code,New York City,,,11-50,,
Jukely,Get into a different concert every week from $25/mo,New York City,,,11-50,,
Gridspace,Software that understands and automates real-time conversation,San Francisco,,,11-50,,
Paribus,"Get money when prices drop, effortlessly",Brooklyn,,,11-50,,
CapLinked,Information Security Without Limits,Los Angeles,,,11-50,,
Fleksy,"Touch typing, re-invented",San Francisco,,,11-50,,
Variable,Professional IoT Platform,Chattanooga,,,11-50,,
FIGS,100% Awesome Medical Apparel,Los Angeles,,,1-10,,
boldstart ventures,first check. enterprise founders. seed vc,New York City,,,1-10,,
Quikly,A digital marketing platform that motivates consumers to react...Quikly.,Detroit,,,11-50,,
Blue Box,Cloud Hosting and Managed Services For The Internet's Critical Apps,Seattle,,,51-200,,
Pathful,"Content Marketing Intelligence, ROI, and Analytics",Vancouver,,,1-10,,
App.io,Interactive streaming like never before.,San Francisco,,,1-10,,
Hornet Networks,Gay Social Network,New York City,,,51-200,,
Close.io,Inside Sales Communication Platform. Helps sales people close more deals. Y Combinator.,San Francisco,,,11-50,,
Joist,Estimating & Invoicing Tool for Contractors,San Francisco,,,11-50,,
Urban Remedy,Organic foods and fresh pressed juices,Richmond,,,11-50,,
Guardly,Mobile/Cloud Life Safety Solutions for Enterprise,Toronto,,,11-50,,
Dealflicks,Priceline for movie tickets,San Francisco,,,11-50,,
AgSquared,Enterprise platform for global agriculture,Washington DC,,,1-10,,
Health Gorilla,First Clinical Network solving Healthcare Interopreability,Sunnyvale,,,11-50,,
HighlightCam,Automatically edits videos and images on your phone,Mountain View,,,11-50,,
Securly,Security for schools & families,Charlotte,,,11-50,,
RocketBank,Simple & honest direct bank in Russia,Moscow,,,51-200,,
Alminder,"Mobile, smart, contextual Calendaring",Palo Alto,,,1-10,,
Discoverly,Put Social to Work,San Francisco,,,1-10,,
BeRecruited,LinkedIn/Match.com for College Athletic Recruiting,San Francisco,,,11-50,,
kompany,Provides real-time access to commercial register data,Vienna,,,11-50,,
Sprint.ly,Development Resource Planning,Portland,,,1-10,,
Sefaira,Software for high performance building design,London,,,11-50,,
Sense,Enterprise Data Science Platform,San Francisco,,,1-10,,
Tubular Labs,The Standard for Video Intelligence,Mountain View,,,11-50,,
Meldium,Account & password manager for teams (YC W13),San Francisco,,,11-50,,
Arc,YCombinator robotics startup,Palo Alto,,,1-10,,
Coursebase,Coursebase is an enterprise SaaS application for managing employee training.,Tokyo,,,1-10,,
Version One Ventures,version one ventures is a seed fund investing in companies leveraging network effects,Palo Alto,,,,,
Passport,Enterprise applications for urban mobility,-,,,51-200,,
CrowdHall,Crowdsourced conversations with your favorite people,Las Vegas,,,1-10,,
OLSET,OLSET - Personalized Travel Booking,San Francisco,,,1-10,,
Highfive,Video & web conferencing you can actually love,Redwood City,,,51-200,,
Plympton,Digital Publisher and Distributor,San Francisco,,,1-10,,
Partnered,The company-to-company business development network connecting startups and brands,San Francisco,,,1-10,,
Tictail,Discover the world's best independent brands,Stockholm,,,51-200,,
Mango Health,Mobile health company inspiring patients with chronic conditions to lead healthier lives.,San Francisco,,,11-50,,
Qubell,Adaptive Platform-as-a-Service for the enterprises,Menlo Park,,,11-50,,
Bluetrain.io,Cloud CMS for Developers,Cambridge,,,1-10,,
SubtleData,"API for all POS systems, enabling local commerce",Austin,,,11-50,,
Xockets,Acceleration appliances for Big Data analytics,San Francisco,,,1-10,,
Celery,Accept Pre-Orders Easily,San Francisco,,,11-50,,
Kamcord,(YC S12),San Francisco,,,11-50,,
NoRedink,Adaptive learning tool that helps students improve their grammar/writing skills.,San Francisco,,,11-50,,
Shift Labs,Well-designed medical devices for fast-growing healthcare sectors,Seattle,,,1-10,,
Kenna Security,Business Intelligence for Security,Chicago,,,51-200,,
Clothes Horse,Clothes Horse solves the problem of buying clothes online that fit.,New York City,,,1-10,,
FlightCar,Travel made convienent,San Francisco,,,51-200,,
Saverr Mobile,Consumers saving together,Boston,,,1-10,,
Double Robotics,Telepresence Robots,Burlingame,,,11-50,,
Vine Street Ventures,Vine Street Ventures is a fund dedicated to investing in internet and mobile businesses.,Cincinnati,,,1-10,,
dakwak,Effortless website translation and localization technology,Mountain View,,,1-10,,
Foundersuite,Productivity tools for the world's 400M entrepreneurs.,San Francisco,,,1-10,,
Conspire,Find the best path to any person or company without ever sending a connection request,Boulder,,,1-10,,
SpotHero,On-Demand Parking  App,Chicago,,,51-200,,
Karlin Ventures,Early-stage venture capital fund based in Los Angeles,Los Angeles,,,1-10,,
Tugboat Yards,"Tools to help grow, manage, monetize and retain audiences",Half Moon Bay,,,1-10,,
Voicegem,Asynchronous voice communication,Sunnyvale,,,1-10,,
Bitnami,"Easy to use cloud images, containers, and VMs that work on any platform.",San Francisco,,,51-200,,
Swipp,Swipp Turns Social Media Into Leads and Sales.,Mountain View,,,11-50,,
Famous.AF / Stolen,Be the biggest fan of your favorite people on Twitter!,San Francisco,,,11-50,,
Meritech Capital,The brand name in late stage venture.,Palo Alto,,,1-10,,
Cloudflare,Cloudflare's mission is to help build a better Internet.,San Francisco,,,201-500,,
Promus Ventures,Investing in early stage software companies that are changing the world.,Chicago,,,1-10,,
Meetings.io,Effortless Video Meetings,San Francisco,,,,,
STOWER,Mobile-Enabled Energy,Boulder,,,1-10,,
Realty Mogul,"Online, crowdfunding, capital markets platform for real estate investing.",Los Angeles,,,51-200,,
Cyphort,Cyber Security,Palo Alto,,,51-200,,
Plated,Cook More. Live Better.,New York City,,,501-1000,,
RentMetrics,The Pricing Source For The Rental Market,San Francisco,,,1-10,,
Email Copilot,(previously Embarke) - We get emails to the inbox,San Diego,,,1-10,,
2C2P,Universal electronic payments,Singapore,,,51-200,,
Azimo,Social Remittance Network,Kraków,,,51-200,,
Bridge Boys,Building great companies with our friends,Boston,,,1-10,,
Cover,Dine without waiting for the check.,New York City,,,11-50,,
doxIQ,document analytics startup. acquired by Nitro in 2015,San Francisco,,,1-10,,
SevenFifty,Web platform for wholesale wine/spirits/beer industry,New York City,,,11-50,,
LawPal,Conversational search AI for Law ,San Francisco,,,1-10,,
Disruption,"Research, Investment & Advice For The Private Market.",Washington DC,,,11-50,,
Allocadia,Cloud enterprise software for the CMO,Vancouver,,,11-50,,
clypd,"Changing TV advertising, one person at a time",Somerville,,,11-50,,
byUs,Exclusive recommendations for hard-to-find service providers.,San Francisco,,,1-10,,
Human API,Real-Time Health Data Network,San Mateo,,,11-50,,
SkyKick,Cloud Management for Partners,Seattle,,,51-200,,
CloudHealth Technologies,Policy Driven Cloud Management,Boston,,,11-50,,
Promoter.io,Predictive customer intelligence & insights driven by NPS (Net Promoter),San Antonio,,,1-10,,
Graph Ventures,Early stage investing,San Francisco,,,1-10,,
Iris Capital,Leading pan-European VC firm sponsored by Publicis and Orange,Paris,,,11-50,,
BuysideFX,"FX Trading so Powerful, it's Simple.",Boston,,,11-50,,
Unwind Me,"Massage Made Simple: The best therapists, straight to you, at an affordable price (YC S14)",San Francisco,,,1-10,,
Citia,Revolutionary Content Operating System,New York City,,,11-50,,
Judicata,Mapping the legal genome to help you better understand the law.,San Francisco,,,11-50,,
Rock Health,Full-service seed funding for digital health startups,San Francisco,,,1-10,,
Spire,Platform for continuous respiratory health data. Products sold in Apple Stores globally.,San Francisco,,,11-50,,
Inman News,Inman News is the industry’s leading source of real estate information.,-,,,11-50,,
Jackson Square Ventures,VC firm investing in SaaS and marketplaces. ,San Francisco,,,1-10,,
Startcaps Ventures,VC firm,San Francisco,,,1-10,,
BoxC,Cross-Border Shipping. Simply.,New York City,,,1-10,,
Kima Ventures,"Investing in 2 to 3 startups per week, all over the world.",London,,,1-10,,
CrowdStreet,Connecting Investors with Investment Real Estate,Portland,,,1-10,,
Streem,Unlimited Cloud Storage For Your Media (YC S12),San Francisco,,,1-10,,
BloomThat,Send a little something! Fresh Stems + Sweet Surprises,San Francisco,,,11-50,,
Be Great Partners,Be Great Partners is a leading startup incubator in Los Angeles,Los Angeles,,,51-200,,
Lantern,Mental health on demand,San Francisco,,,11-50,,
White Star Capital,White Star Capital invests in early-stage companies to help them scale internationally. ,New York City,,,1-10,,
Atomic Reach,Your intelligent writing companion that drives content performance.,Toronto,,,11-50,,
Seamless Toy Company,We enable kids to be makers.,Boulder,,,11-50,,
Apprenda,Private PaaS Enablement,New York City,,,11-50,,
Blue Apron,We make cooking fun & easy.  We deliver recipes and all the ingredients you need.,New York City,,,1001-5000,,
MixerBox,Universal music player,Palo Alto,,,1-10,,
Modern Meadow,Biofabricated Leather,-,,,,,
OKpanda,Helping the World Learn English,New York City,,,1-10,,
Sookasa (acquired by Barracuda Networks),"Data security for SaaS (Dropbox, Google Apps, Office 365)",Campbell,,,11-50,,
YPlan,Live Your City.,London,,,51-200,,
Mulu,Deep Learning for Intelligent Commerce,San Francisco,,,1-10,,
Assembled,Connecting Professionals Around the World,Palo Alto,,,1-10,,
yozio,Organic Mobile Growth Platform,Oakland,,,,,
Peak,Brain training reimagined for your mobile lifestyle,London,,,11-50,,
Trifacta,People • Transforming • Data,San Francisco,,,11-50,,
Tindie,A community marketplace for hardware creators and enthusiasts,Mountain View,,,1-10,,
MyRoll (previously: Flayvr),Intelligent personalized gallery,Tel Aviv-Yafo,,,11-50,,
TrendKite,Media Dashboards and On-Demand Media Analysis Reporting,Austin,,,1-10,,
Nomi,Helping retailers bridge the gap between online and offline,New York City,,,11-50,,
Postmaster,Stripe for Shipping,Austin,,,1-10,,
Blank Label,When Custom Disrupts Off-the-Rack,Boston,,,11-50,,
Piqora,Make Your Photos Generate Business Results,San Mateo,,,11-50,,
Walletkit,Powering the future of Mobile Wallets.,San Francisco,,,1-10,,
SupplyHog,Amazon of Building Supplies. : Buy Hardware & Building Supplies Online,Chattanooga,,,1-10,,
Chronos Mobile Technologies,Turning passively collected data into actionable insights,San Francisco,,,1-10,,
Vocap Ventures,Early & Growth-stage VC,New York City,,,1-10,,
Pagedip (formerly Beneath the Ink),"Engaging, interactive, measurable digital documentation",Boulder,,,1-10,,
Zesty,Healthy office catering (YC W14),San Francisco,,,51-200,,
Floqq,Online Education ,San Francisco,,,11-50,,
Embrace,Authentic Customer Relationships,Austin,,,1-10,,
KidAdmit,Giving your kids every opportunity,San Francisco,,,1-10,,
AuditFile,Cloud based audit software for CPA firms,San Francisco,,,1-10,,
MachineShop,APIs for the Internet of Everything,Boston,,,1-10,,
Baroda Ventures,LA based seed fund,Los Angeles,,,1-10,,
hiku,"Puts a retail store in the house, and makes shopping frictionless",San Jose,,,1-10,,
Artivest,A Higher Standard,New York City,,,11-50,,
TrustRadius,Changing the way enterprise software is bought and sold through in-depth user reviews,Austin,,,1-10,,
BriteHub,Cloud tools to streamline your supply chain.,Oakland,,,1-10,,
Squadle,Automating operations workflow for the $4.5T mult-unit retail industry,Cambridge,,,1-10,,
Prevoty,Web Application Security on Your Terms,Los Angeles,,,1-10,,
Stayful,Transforms a traveler’s entire hotel experience from booking to checkout.,San Francisco,,,1-10,,
meta,Most advanced computer glasses in the cosmos,New York City,,,1-10,,
Vacatia,Resort Marketplace for Vacationing Families & Friends,San Francisco,,,11-50,,
NanoRacks,Commercial and affordable use of outer space,Houston,,,11-50,,
Tylr Mobile,"Connected Mobile Work For the Enterprise, Starting with a Salesperson's Mobile Inbox",San Mateo,,,1-10,,
H/F Next Fund,One investment. Top 17 startups.,Mountain View,,,11-50,,
DropShip Commerce - Dsco,LinkedIn for Distributed/eCommerce Supply Chain,Salt Lake City,,,1-10,,
CloudPeeps,The #1 all-in-one platform for running a freelance business,San Francisco,,,1-10,,
Glider (Acquired by FPX),Business intelligence and shorter sales cycles for the contract process.,Portland,,,1-10,,
True & Co,"Reinventing bra shopping. No fitting rooms, no measuring tape.",San Francisco,,,11-50,,
BioBeats,Artificial Intelligence for Healthy Living,London,,,11-50,,
LearnUp - Acquired by Manpower Group,Empowering job seekers to achieve their career goals,San Francisco,,,11-50,,
Degreed,Jailbreaking the Degree,San Francisco,,,1-10,,
Hired,The Marketplace for Talent,San Francisco,,,51-200,,
Airseed,Customer & Loyalty Intelligence,San Francisco,,,1-10,,
Formation | 8,VC ,San Francisco,,,11-50,,
Written,Proven content. Proven engagement,Austin,,,1-10,,
Dragon Innovation,We make hardware look easy,Boston,,,11-50,,
Summer@Highland,Student entrepreneur program,Cambridge,,,1-10,,
WittyParrot,Speak with one voice,Cupertino,,,1-10,,
Fishbrain,The fastest growing app & social network for the world's biggest hobby - sport fishing,Stockholm,,,11-50,,
